"","OTU","S1","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S2","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S3","S30","S31","S32","S33","S34","S35","S4","S5","S6","S7","S8","S9","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"16S_2486","16S_2486",0,0,60,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,23,0,0,0,0,0,0,0,0,0,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira",NA
"16S_2487","16S_2487",0,0,0,0,7,32,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,18,0,16,17,30,0,0,0,0,0,0,0,47,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira",NA
"16S_2492","16S_2492",51,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,32,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales",NA,NA,NA
"16S_2493","16S_2493",0,26,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,26,0,19,22,0,0,0,53,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Ulvibacter",NA
"16S_2494","16S_2494",0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,"Bacteria","Proteobacteria","Gammaproteobacteria","B2M28",NA,NA,NA
"16S_2495","16S_2495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,62,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira",NA
"16S_2496","16S_2496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,57,0,"Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales",NA,NA,NA
"16S_2499","16S_2499",0,25,0,0,0,0,0,28,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,40,0,0,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira",NA
"16S_2500","16S_2500",0,17,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,19,0,0,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"16S_2501","16S_2501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,111,0,0,0,0,0,0,0,0,"Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)",NA,NA
"16S_2502","16S_2502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,79,0,0,0,0,25,0,0,25,"Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","PAUC26f",NA
"16S_2503","16S_2503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,121,0,0,0,0,0,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae",NA,NA
"16S_2506","16S_2506",79,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Frankiales","Cryptosporangiaceae","Fodinicola",NA
"16S_2507","16S_2507",0,0,0,40,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","OLB12",NA
"16S_2508","16S_2508",0,0,0,0,37,0,0,30,0,0,51,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Ectothiorhodospirales",NA,NA,NA
"16S_2509","16S_2509",0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,92,0,0,0,0,0,28,14,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
"16S_2510","16S_2510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,73,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","IS-44",NA
"16S_2511","16S_2511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,78,0,0,35,"Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales",NA,NA,NA
"16S_2515","16S_2515",43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,34,0,0,0,0,43,0,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"16S_2516","16S_2516",0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,80,0,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidetes VC2.1 Bac22",NA,NA,NA
"16S_2517","16S_2517",0,0,0,0,0,58,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,54,0,0,0,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidetes vadinHA17",NA,NA
"16S_2518","16S_2518",0,0,0,0,0,0,0,0,0,0,71,61,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA
"16S_2522","16S_2522",14,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,52,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae",NA,NA
"16S_2523","16S_2523",0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","AKYH767",NA,NA
"16S_2524","16S_2524",0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,50,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae",NA,NA
"16S_2525","16S_2525",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,40,50,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonaceae",NA,NA
"16S_2528","16S_2528",0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,58,0,0,45,0,32,0,0,0,0,"Bacteria","Actinobacteria","Acidimicrobiia","IMCC26256",NA,NA,NA
"16S_2529","16S_2529",0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family XI_2I","Fusibacter",NA
"16S_2530","16S_2530",0,0,0,0,0,53,0,0,26,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,36,0,"Bacteria","Proteobacteria","Gammaproteobacteria","CCM19a",NA,NA,NA
"16S_2531","16S_2531",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,85,0,0,0,0,0,0,0,26,0,0,15,0,0,0,0,0,0,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira",NA
"16S_2536","16S_2536",0,0,57,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,48,0,0,0,17,0,0,0,0,0,0,0,0,"Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Nostocaceae",NA,NA
"16S_2537","16S_2537",0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,35,22,31,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","Chryseolinea",NA
"16S_2538","16S_2538",0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,34,0,0,0,0,45,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Beggiatoales","Beggiatoaceae","Thiomargarita",NA
"16S_2539","16S_2539",0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,56,0,0,0,0,0,0,43,0,0,38,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","TRA3-20",NA,NA
"16S_2540","16S_2540",0,0,0,0,0,0,0,0,0,0,64,54,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Deltaproteobacteria","NB1-j",NA,NA,NA
"16S_2543","16S_2543",0,0,0,0,0,43,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,12,29,15,0,0,0,0,0,35,"Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonaceae","Methylobacter",NA
"16S_2544","16S_2544",0,0,0,0,0,43,0,0,0,0,0,56,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae",NA,NA
"16S_2545","16S_2545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,67,0,0,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae",NA,NA
"16S_2546","16S_2546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,37,0,0,0,0,0,79,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
"16S_2549","16S_2549",0,11,0,10,18,0,15,12,0,0,0,13,0,9,0,0,0,6,0,7,0,6,19,0,0,10,10,13,0,0,0,0,13,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","B2M28",NA,NA,NA
"16S_2550","16S_2550",0,0,0,0,74,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira",NA
"16S_2551","16S_2551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,0,15,30,26,15,0,0,0,48,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonaceae",NA,NA
"16S_2558","16S_2558",33,0,0,0,0,28,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,27,0,"Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Urania-1B-19 marine sediment group",NA
"16S_2559","16S_2559",0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidetes vadinHA17",NA,NA
"16S_2560","16S_2560",0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,37,0,0,0,30,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Ignavibacteria","Ignavibacteriales","Ignavibacteriaceae","Ignavibacterium",NA
"16S_2561","16S_2561",0,0,0,0,0,0,19,0,0,0,25,0,0,0,0,23,0,0,16,0,0,23,0,0,33,0,0,32,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","AKYH767",NA,NA
"16S_2562","16S_2562",0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,31,0,31,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,36,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Falsirhodobacter",NA
"16S_2563","16S_2563",0,0,0,0,0,0,0,0,0,0,0,40,0,0,14,0,0,0,0,0,0,0,0,0,0,0,35,31,0,0,51,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","PeM15",NA,NA,NA
"16S_2564","16S_2564",0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,46,38,33,0,0,0,0,0,0,0,0,0,0,0,0,31,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae",NA,NA
"16S_2571","16S_2571",0,0,0,86,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidetes vadinHA17",NA,NA
"16S_2572","16S_2572",0,0,0,0,52,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","B2M28",NA,NA,NA
"16S_2573","16S_2573",0,0,0,0,0,105,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira",NA
"16S_2574","16S_2574",0,0,0,0,0,93,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
"16S_2575","16S_2575",0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,68,0,0,0,0,56,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","SEEP-SRB1",NA
"16S_2579","16S_2579",41,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","TRA3-20",NA,NA
"16S_2580","16S_2580",0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,"Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","Ilumatobacter",NA
"16S_2581","16S_2581",0,0,0,0,0,0,0,0,0,0,0,34,0,34,0,0,32,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,25,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","MidBa8",NA,NA
"16S_2582","16S_2582",0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidetes BD2-2",NA,NA
"16S_2583","16S_2583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,22,0,0,41,22,21,0,28,0,0,0,0,0,0,"Bacteria","Proteobacteria","Deltaproteobacteria","NB1-j",NA,NA,NA
"16S_2585","16S_2585",0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,43,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae",NA,NA
"16S_2586","16S_2586",0,0,0,0,0,48,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,45,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Nitrosococcaceae","AqS1",NA
"16S_2587","16S_2587",0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,19,68,0,0,0,0,0,0,0,41,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Filomicrobium",NA
"16S_2588","16S_2588",0,0,0,0,0,0,0,0,0,0,21,24,0,0,0,0,0,0,0,0,0,22,17,0,0,35,0,18,31,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae",NA,NA
"16S_2589","16S_2589",0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,8,24,25,0,31,0,61,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","AKYH767",NA,NA
"16S_2594","16S_2594",28,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae",NA,NA
"16S_2595","16S_2595",0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,63,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales",NA,NA,NA
"16S_2596","16S_2596",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,120,0,11,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae",NA,NA
"16S_2597","16S_2597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","BD7-8",NA,NA,NA
"16S_2598","16S_2598",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,48,42,24,0,0,0,25,0,0,"Bacteria","Proteobacteria","Deltaproteobacteria","NB1-j",NA,NA,NA
"16S_2602","16S_2602",0,0,0,0,13,0,28,0,0,0,15,10,0,9,0,0,0,0,0,12,0,0,20,0,0,24,21,0,0,0,14,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","B2M28",NA,NA,NA
"16S_2603","16S_2603",0,0,0,0,0,0,0,61,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonaceae","Methylobacter",NA
"16S_2604","16S_2604",0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae",NA,NA
"16S_2605","16S_2605",0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,57,0,0,0,0,16,18,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidetes BD2-2",NA,NA
"16S_2606","16S_2606",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,"Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","Ilumatobacter",NA
"16S_2611","16S_2611",30,0,0,37,43,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Dadabacteria","Dadabacteriia","Dadabacteriales",NA,NA,NA
"16S_2612","16S_2612",0,67,0,0,0,0,0,0,0,0,36,0,0,0,23,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","PAUC26f",NA
"16S_2613","16S_2613",0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,48,0,0,0,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Sulfurovaceae","Sulfurovum",NA
"16S_2614","16S_2614",0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,13,0,0,0,0,0,0,0,71,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonaceae","Methylobacter",NA
"16S_2615","16S_2615",0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family XI_2I","Fusibacter",NA
"16S_2616","16S_2616",0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,42,0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Leptolinea",NA
"16S_2617","16S_2617",0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodopirillaceae","Defluviicoccus",NA
"16S_2618","16S_2618",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,62,0,0,0,0,0,57,0,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"16S_2624","16S_2624",0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,36,0,0,0,0,0,0,93,0,0,0,0,0,0,"Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9",NA,NA,NA
"16S_2625","16S_2625",0,8,0,15,20,0,10,13,0,0,0,13,0,14,0,0,0,9,0,11,0,5,15,0,0,11,5,7,0,0,0,0,8,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","B2M28",NA,NA,NA
"16S_2626","16S_2626",0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae","Draconibacterium",NA
"16S_2627","16S_2627",0,0,0,0,0,0,0,0,0,0,0,37,26,0,0,0,25,0,0,0,0,0,0,0,26,0,0,0,50,0,0,0,0,0,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae",NA,NA
"16S_2628","16S_2628",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,83,0,0,0,55,0,0,0,0,0,0,0,0,0,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira",NA
"16S_2633","16S_2633",0,16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,62,0,0,0,0,0,0,9,0,0,"Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9",NA,NA,NA
"16S_2634","16S_2634",0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,42,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales",NA,NA,NA
"16S_2635","16S_2635",0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae",NA,NA
"16S_2636","16S_2636",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,46,0,0,0,56,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","BD7-8",NA,NA,NA
"16S_2639","16S_2639",0,58,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonaceae",NA,NA
"16S_2640","16S_2640",0,0,0,47,0,0,0,0,0,33,0,0,0,0,0,0,23,0,29,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Hydrogenophilaceae","Thiobacillus",NA
"16S_2641","16S_2641",0,0,0,21,0,0,0,0,22,0,0,0,0,37,0,0,0,0,27,0,0,0,0,0,0,32,0,0,0,23,0,0,0,0,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae",NA,NA
"16S_2642","16S_2642",0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,52,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodopirillaceae","Defluviicoccus",NA
"16S_2643","16S_2643",0,0,0,0,0,0,0,68,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","MSB-4B10",NA,NA
"16S_2644","16S_2644",0,0,0,0,0,0,0,23,0,14,0,24,0,0,0,0,28,0,16,0,0,27,0,0,0,0,0,0,0,0,0,0,0,30,0,"Bacteria","Planctomycetes","Phycisphaerae","CCM11a",NA,NA,NA
"16S_2645","16S_2645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,40,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales",NA,NA,NA
"16S_2646","16S_2646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,44,0,0,0,0,0,22,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Falsirhodobacter",NA
"16S_2651","16S_2651",39,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae",NA,NA
"16S_2652","16S_2652",0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,48,0,20,0,0,0,0,"Bacteria","Cyanobacteria","Oxyphotobacteria","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307",NA
"16S_2653","16S_2653",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,80,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","GOUTA6",NA
"16S_2654","16S_2654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,56,0,0,0,0,0,0,"Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)",NA,NA
"16S_2658","16S_2658",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales",NA,NA,NA
