"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"16S_5181",2.89652732681806,5.19637639280922,2.97681291144335,1.74561739262602,0.0808774579605277,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"16S_6835",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"16S_4946",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"16S_2871",2.41377277234839,4.92417240198727,2.97855511229936,1.65320842365947,0.0982884526975971,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"16S_3972",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"16S_5550",0,0,0,0,1,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"16S_6138",0,0,0,0,1,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"16S_6836",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"16S_3916",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae",NA,NA
"16S_6723",1.93101821787871,4.58841986717131,2.98119680682109,1.53912007978569,0.123774983800463,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae",NA,NA
"16S_5344",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Marinomonadaceae","Marinomonas",NA
"16S_6396",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Marinomonadaceae","Marinomonas",NA
"16S_6490",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Marinomonadaceae","Marinomonas",NA
"16S_5467",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Marinomonadaceae","Marinomonas",NA
"16S_5633",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Marinomonadaceae","Marinomonas",NA
"16S_6489",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Marinomonadaceae","Marinomonas",NA
"16S_5802",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Marinomonadaceae","Marinomonas",NA
"16S_5961",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Marinomonadaceae","Marinomonas",NA
"16S_6043",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Marinomonadaceae","Marinomonas",NA
"16S_6044",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Marinomonadaceae","Marinomonas",NA
"16S_6394",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Marinomonadaceae","Marinomonas",NA
"16S_6590",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Marinomonadaceae","Marinomonas",NA
"16S_6591",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Marinomonadaceae","Marinomonas",NA
"16S_8963",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Marinomonadaceae","Marinomonas",NA
"16S_4634",0,0,0,0,1,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Marinomonadaceae","Marinomonas",NA
"16S_7576",0.523353350041549,2.88549187468455,3.00251231321127,0.961025825602174,0.336539182742762,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Marinomonadaceae","Marinomonas",NA
"16S_8101",0,0,0,0,1,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Marinomonadaceae","Marinomonas",NA
"16S_8394",0.325697115624591,-1.77889386715537,3.00558742634044,-0.591862293395781,0.553942805235166,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Marinagarivorans",NA
"16S_9578",0.21139691213167,1.79793010617127,3.03030182433197,0.593317171159221,0.552968909295873,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Marinagarivorans",NA
"16S_6214",0.465281593749415,-2.29617179234161,2.99208530225311,-0.767415217277575,0.442834683801136,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Kangiellaceae","Aliikangiella",NA
"16S_9444",0.482754554469677,1.03005772218266,3.03762819068271,0.339099342487716,0.734534893743651,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Kangiellaceae","Aliikangiella",NA
"16S_5970",0,0,0,0,1,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Reinekea",NA
"16S_6604",0.558337912499298,-2.56028034756382,2.9868300329493,-0.857189836488858,0.391339978496001,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Reinekea",NA
"16S_6404",0,0,0,0,1,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Reinekea",NA
"16S_6716",0.418753434374474,-2.14346161359834,2.99558741921048,-0.715539663390385,0.474275641346269,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Reinekea",NA
"16S_7286",0,0,0,0,1,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Reinekea",NA
"16S_6717",0,0,0,0,1,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Reinekea",NA
"16S_819",22.5995122659655,0.466699615567966,1.88147325658211,0.248050092625698,0.804095649304153,0.916059632092091,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Reinekea",NA
"16S_1045",15.1794416176633,-0.560029476869678,1.97002027024252,-0.284275997221458,0.776198879110697,0.909518602287771,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Reinekea",NA
"16S_1059",14.1499940215734,-0.291001947865126,2.14176669591482,-0.135870049907948,0.891924012584066,0.952756486064823,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Reinekea",NA
"16S_718",27.7900219640501,0.0987533506729475,1.44713996152907,0.0682403591208988,0.945594299900304,0.981012929363678,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Reinekea",NA
"16S_937",18.8340955199081,0.451994236485561,1.83726803269421,0.246014314973275,0.805671151246461,0.916059632092091,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Reinekea",NA
"16S_1057",15.6041939119104,0.315737381676411,1.97573642326089,0.159807440890975,0.873032762434454,0.944412849273314,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Reinekea",NA
"16S_785",23.1593236737412,0.161181939469305,1.58260856949014,0.101845739102267,0.918879119824192,0.967607557996687,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Reinekea",NA
"16S_877",22.1295619129955,0.281128516118124,1.86098789217303,0.151064129595092,0.879925128157627,0.947218530988655,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Reinekea",NA
"16S_1135",13.479218278768,-0.0400385556673739,1.95761825136382,-0.0204526881783413,0.983682253536277,0.99128857837524,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Reinekea",NA
"16S_834",20.884425549628,0.424617350600784,1.87320942967953,0.226679058877804,0.82067331187067,0.918815785379422,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Reinekea",NA
"16S_1063",13.8831687418504,-0.584415888795442,1.95525591650163,-0.298894832059165,0.765020290386923,0.907570296129798,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Reinekea",NA
"16S_1073",13.9057858521026,0.0140064870263168,2.15039726964704,0.00651344159705698,0.994803062258656,0.996595500208671,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Reinekea",NA
"16S_4592",0,0,0,0,1,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Oceanospirillum",NA
"16S_5977",0,0,0,0,1,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Oceanospirillum",NA
"16S_8530",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Oceanospirillum",NA
"16S_4159",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Amphritea",NA
"16S_3176",0.485690302998005,2.80215710538874,3.00414676194996,0.932763053017385,0.350942321447101,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Amphritea",NA
"16S_3186",0,0,0,0,1,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Amphritea",NA
"16S_5546",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Amphritea",NA
"16S_2869",0.965509108939354,1.73657585396939,3.0316719114978,0.572811275317531,0.566772483871621,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Amphritea",NA
"16S_3041",0,0,0,0,1,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Amphritea",NA
"16S_4590",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Amphritea",NA
"16S_4124",0,0,0,0,1,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Amphritea",NA
"16S_6242",0,0,0,0,1,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Amphritea",NA
"16S_8678",0.279168956249649,-1.55503184185112,3.01308109974047,-0.516093590041457,0.605789044641476,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Amphritea",NA
"16S_4632",1.93101821787871,4.58841986717131,2.98119680682109,1.53912007978569,0.123774983800463,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Amphritea",NA
"16S_5817",2.17239549511355,4.76603180116834,2.97972498486825,1.59948714239448,0.109712403273804,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Amphritea",NA
"16S_5346",0,0,0,0,1,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae",NA,NA
"16S_5804",0.507762737047143,2.83243666993185,3.0035421740282,0.943032095378613,0.3456644865193,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales",NA,NA,NA
"16S_6245",0,0,0,0,1,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales",NA,NA,NA
"16S_8827",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales",NA,NA,NA
"16S_8264",0.482754554469677,1.03005772218266,3.03762819068271,0.339099342487716,0.734534893743651,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_8697",0.44429239491625,2.65575525664189,3.00725147675337,0.883117117797227,0.377172996361472,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_163",110.803618557859,0.853660450369497,0.605424509223127,1.41001964301859,0.158533882855348,0.546485072513466,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_211",85.0442256139171,0.831095621605875,0.742582681313776,1.11919607407959,0.263056499945336,0.623856412409828,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_230",80.9743443305335,0.831808508381247,0.708027446721848,1.17482523062136,0.240064643794405,0.614602595753826,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_1768",10.1365536523068,1.76586854126467,1.72766235107603,1.02211438488825,0.306726765612971,0.659965353358824,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_2657",6.61270748238816,4.15830157615186,2.32585945661551,1.7878559103493,0.0737992577349929,0.443593376223308,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_165",113.478467835932,0.926496007078749,0.589102383956896,1.57272493255865,0.115782524088086,0.515000667143808,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_209",161.275545986951,2.05802498222442,0.917194511653915,2.24382609803598,0.0248435925406066,0.244478538983669,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_244",77.4228049996508,0.757912736265285,0.735115285519714,1.03101207551337,0.302535157094589,0.658354392738127,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_1686",9.82853023193226,2.26780117065517,1.71962673598167,1.3187752453503,0.187244262439568,0.569528343440375,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_2601",6.73228144095906,3.44275393514466,2.35740291627709,1.46040115220592,0.144179856318417,0.546485072513466,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_2757",1.21422575749501,4.00390948494593,2.98748944126063,1.34022548486612,0.180172048593589,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_155",123.301626021915,0.924887890440495,0.732248971809855,1.26307844196013,0.206560990666308,0.585638310519905,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_196",92.4765966350811,0.77508815957366,0.577509071136891,1.34212291773671,0.179556144179916,0.564029469853296,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_217",80.1579572300341,0.846228940962145,0.738913953976382,1.14523340154596,0.252112485466918,0.623856412409828,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_1692",9.47551425639258,1.31652895608544,1.91024490501856,0.689193805792482,0.490701314292495,0.791333082879562,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_2089",8.15228977130739,2.14380033073085,2.46636706208197,0.869213818044252,0.384730190810847,0.733322265963649,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_2230",7.88972823660566,2.93229032700321,2.41908676012742,1.21214764816817,0.225455867144266,0.591344315464933,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_149",127.150287952789,0.996217787547712,0.751482779897787,1.32566948198495,0.184949200270662,0.568896503688951,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_190",97.6578076734702,0.77693130727771,0.565674409433746,1.37346023493521,0.16960931514552,0.550831693410046,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_198",174.065283266538,2.10048095133437,0.905511797623325,2.3196616066709,0.0203591903175613,0.219800190612895,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_1540",12.9668235802716,1.71919552831199,1.94603558008799,0.883434787062965,0.377001402358441,0.726951379828685,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_1911",10.113142961991,2.05385204743534,2.49832098093265,0.82209294286462,0.41102400166318,0.749072868495412,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_2243",7.23301781388567,3.50742286913705,2.37556480825124,1.47645850660627,0.139820846393344,0.536140624791031,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_1165",14.348005527234,1.46414140381828,1.81165589500002,0.808178533163585,0.418987813641727,0.757584469544066,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_1377",12.6475837758348,1.75097005968773,1.77042678486301,0.989010149788948,0.322658175760861,0.678405958759321,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_1709",8.00833343589236,2.14774266266298,2.48658594630448,0.863731521468189,0.387735393414579,0.733322265963649,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_1182",11.6413060243978,0.924221983937121,1.78977677411996,0.516389528181002,0.60558237813475,0.84321922025744,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_1413",11.6395193092354,1.6332646646568,1.76966358740114,0.922923812347489,0.356046910292735,0.710330997858745,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_1718",8.76628591223939,2.4133123644039,2.48668312991038,0.970494525569438,0.331800052355625,0.678405958759321,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_2125",2.47449626733947,4.98644461059886,2.97812772081189,1.67435552738466,0.0940607475883403,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_2471",1.852987696028,4.57501761061124,2.98131518173656,1.53456355055569,0.124891071721345,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_2472",2.47449626733947,4.98644461059886,2.97812772081189,1.67435552738466,0.0940607475883403,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_2100",3.106578029911,3.32044515981366,2.91689681389925,1.13834851613244,0.25497498280638,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_2460",2.52120021504828,2.98448691408098,2.92809687327904,1.01925825655447,0.308080375964404,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_2649",2.15970869186639,3.38555164940464,2.91361564976777,1.1619760656058,0.245245187182559,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_2352",3.76882504015894,5.5959130832019,2.97477440750146,1.88112183199195,0.0599553478033515,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_2610",1.37600215051153,4.10531987420755,2.98621421614412,1.3747573271915,0.169206691778894,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_2342",2.30903589996825,1.98662670228214,2.93802496341336,0.676177611497929,0.498927885337525,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_2666",2.70780696493962,2.63698537905608,2.94192427121544,0.896347130637262,0.370067394625597,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_1098",14.8801954205789,2.01895978414469,1.76779161538022,1.14208019009664,0.253420688915711,0.623856412409828,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_1472",8.61320113113749,1.38850171871327,2.09181107549537,0.663779695489208,0.506831323018,0.798295228322969,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_1515",8.04300782896726,1.73453337577403,2.50367151421976,0.692795906301059,0.4884376416231,0.791333082879562,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_1007",19.7826409323889,2.13943184308145,1.8078886174496,1.18338697552041,0.236655816770047,0.612556244219934,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_1458",11.5822184436566,2.23113089535999,2.10381843774155,1.06051494527023,0.288910394440705,0.643983151100935,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_1462",10.6615249481805,1.91147376112528,2.53935395983911,0.75274018169818,0.45160605893369,0.773593875079554,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_1666",8.42614970547446,-0.67275279284754,1.7489030814074,-0.384671283388758,0.700480973607602,0.894594349177369,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_2001",6.39914968705192,0.490301499947087,2.28019182404234,0.215026426626632,0.829746714968365,0.922808861104694,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_2556",3.90153779293083,-0.604520922450509,2.41832116420604,-0.249975450489422,0.802606333718457,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_7837",0.634703421308928,3.12802015810843,2.99824969482151,1.0432820733747,0.296817671202349,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_1443",11.364855945309,0.729053719351983,1.94796225379889,0.37426480822726,0.708207311594891,0.894594349177369,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_1958",6.14612154086984,-0.142467742765638,1.86263743235158,-0.0764871038727982,0.939031573537957,0.980093398816619,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_2696",1.32820970120373,-1.18010289796902,2.94748476610515,-0.400376250130182,0.688879414261922,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_1422",9.04996480074795,0.503762518086637,1.92332838788471,0.261922260005052,0.793381377551539,0.916059632092091,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_1926",5.82627287502015,-0.491829956646054,1.84940029970426,-0.265940238424695,0.790285234794427,0.916059632092091,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_2881",1.22014208170046,0.660832352129875,2.94881424933799,0.224101044098736,0.822678680069295,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_1568",7.07558134072691,-1.55707172904182,1.69298997829202,-0.919717038498174,0.357720646403685,0.710330997858745,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_2000",7.11417652431088,0.774927684013961,2.3007790216585,0.336811000412965,0.736259379986119,0.903431381994577,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_35",562.587279726035,2.28337104484067,0.639964985292443,3.56796246250448,0.000359768028998861,0.0141148690963958,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae",NA,NA
"16S_53",406.7971394625,2.2255982202034,0.626391487501388,3.55304672016071,0.000380796828140173,0.0141148690963958,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae",NA,NA
"16S_63",373.697639034727,2.27622364880637,0.629343858465313,3.61682030926154,0.000298244192655048,0.0138186475930172,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae",NA,NA
"16S_7040",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae",NA,NA
"16S_38",506.307927733217,2.15465865386009,0.631119942467178,3.41402403707461,0.000640109281331635,0.0182513210471994,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae",NA,NA
"16S_59",378.931530105909,2.08394942255286,0.661647402999105,3.14963742486825,0.00163473204038519,0.0356435691942811,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptunomonas",NA
"16S_69",346.102235213689,2.1632836296959,0.663617528425943,3.25983497576844,0.00111477054936687,0.0258255177269991,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae",NA,NA
"16S_7279",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae",NA,NA
"16S_583",41.5025513599955,1.7618890332497,1.08466097440956,1.62436842001141,0.104297202779731,0.500976837203797,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae",NA,NA
"16S_746",35.1881895080675,1.60802065675279,1.03927033598552,1.54725926553839,0.121800740033576,0.529777862449144,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae",NA,NA
"16S_811",29.887111151418,1.64508641195777,1.09135440038115,1.50738056435492,0.131713137671368,0.53343573653847,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae",NA,NA
"16S_617",39.3493561243423,1.93887721553493,1.0865441158272,1.78444408035732,0.0743515337163916,0.444510244584019,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae",NA,NA
"16S_805",30.0860013728182,1.4710248495692,1.04861756465447,1.40282301112696,0.160669623317039,0.546485072513466,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae",NA,NA
